parent_id,parent_kode_dagri,kode_bps,nama_bps,kode_dagri,nama_dagri,kode_pos
1101,11.09,1101010,"TEUPAH SELATAN",11.09.07,"TEUPAH SELATAN","23895"
1101,11.09,1101020,"SIMEULUE TIMUR",11.09.04,"SIMEULUE TIMUR","23891"
1101,11.09,1101021,"TEUPAH BARAT",11.09.03,"TEUPAH BARAT","23896"
1101,11.09,1101022,"TEUPAH TENGAH",11.09.09,"TEUPAH TENGAH",
1101,11.09,1101030,"SIMEULUE TENGAH",11.09.01,"SIMEULUE TENGAH","23894"
1101,11.09,1101031,"TELUK DALAM",11.09.05,"TELUK DALAM","23897"
1101,11.09,1101032,"SIMEULUE CUT",11.09.10,"SIMEULUE CUT",
1101,11.09,1101040,"SALANG",11.09.02,"SALANG","23893"
1101,11.09,1101050,"SIMEULUE BARAT",11.09.06,"SIMEULUE BARAT","23892"
1101,11.09,1101051,"ALAFAN",11.09.08,"ALAFAN","23898"
1102,11.10,1102010,"PULAU BANYAK",11.10.01,"PULAU BANYAK","24791"
1102,11.10,1102011,"PULAU BANYAK BARAT",11.10.16,"PULAU BANYAK BARAT","24792"
1102,11.10,1102020,"SINGKIL",11.10.04,"SINGKIL","24784;24785"
1102,11.10,1102021,"SINGKIL UTARA",11.10.10,"SINGKIL UTARA","24787"
1102,11.10,1102022,"KUALA BARU",11.10.14,"KUALA BARU","24788"
1102,11.10,1102030,"SIMPANG KANAN",11.10.02,"SIMPANG KANAN","24783"
1102,11.10,1102031,"GUNUNG MERIAH",11.10.06,"GUNUNG MERIAH","24784;24783;24785"
1102,11.10,1102032,"DANAU PARIS",11.10.11,"DANAU PARIS","24771"
1102,11.10,1102033,"SURO",11.10.12,"SURO MAKMUR","24772"
1102,11.10,1102042,"SINGKOHOR",11.10.13,"SINGKOHOR","24774;24773"
1102,11.10,1102043,"KOTA BAHARU",11.10.09,"KOTA BAHARU","24774"
1103,11.01,1103010,"TRUMON",11.01.09,"TRUMON","23778;23774"
1103,11.01,1103011,"TRUMON TIMUR",11.01.16,"TRUMON TIMUR","23776"
1103,11.01,1103012,"TRUMON TENGAH",11.01.18,"TRUMON TENGAH","23777;23771;23775"
1103,11.01,1103020,"BAKONGAN",11.01.01,"BAKONGAN","23773;23777;23772"
1103,11.01,1103021,"BAKONGAN TIMUR",11.01.15,"BAKONGAN TIMUR","23777;23775"
1103,11.01,1103022,"KOTA BAHAGIA",11.01.17,"KOTA BAHAGIA","23778;23774"
1103,11.01,1103030,"KLUET SELATAN",11.01.03,"KLUET SELATAN","23773;23772"
1103,11.01,1103031,"KLUET TIMUR",11.01.14,"KLUET TIMUR","23779"
1103,11.01,1103040,"KLUET UTARA",11.01.02,"KLUET UTARA","23771;23775"
1103,11.01,1103041,"PASIE RAJA",11.01.10,"PASIE RAJA",
1103,11.01,1103042,"KLUET TENGAH",11.01.13,"KLUET TENGAH","23756;23753"
1103,11.01,1103050,"TAPAK TUAN",11.01.08,"TAPAKTUAN","23711;23712;23713;23714;23715;23716;23717;23718;23719"
1103,11.01,1103060,"SAMA DUA",11.01.06,"SAMADUA","23754;23752"
1103,11.01,1103070,"SAWANG",11.01.07,"SAWANG","23757;23752;23753"
1103,11.01,1103080,"MEUKEK",11.01.05,"MEUKEK","23756;23754;23755;23752;23753"
1103,11.01,1103090,"LABUHAN HAJI",11.01.04,"LABUHANHAJI","23761;23765"
1103,11.01,1103091,"LABUHAN HAJI TIMUR",11.01.11,"LABUHANHAJI TIMUR","23758"
1103,11.01,1103092,"LABUHAN HAJI BARAT",11.01.12,"LABUHANHAJI BARAT","23757;23753"
1104,11.02,1104010,"LAWE ALAS",11.02.01,"LAWE ALAS","24665;24661"
1104,11.02,1104011,"BABUL RAHMAH",11.02.11,"BABUL RAHMAH","24663"
1104,11.02,1104012,"TANOH ALAS",11.02.15,"TANOH ALAS","24662"
1104,11.02,1104020,"LAWE SIGALA-GALA",11.02.02,"LAWE SIGALA-GALA","24673;24664"
1104,11.02,1104021,"BABUL MAKMUR",11.02.06,"BABUL MAKMUR","24674;24671"
1104,11.02,1104022,"SEMADAM",11.02.10,"SEMADAM","24675"
1104,11.02,1104023,"LEUSER",11.02.16,"LEUSER","24664"
1104,11.02,1104030,"BAMBEL",11.02.03,"BAMBEL","24674;24671;24677;24673"
1104,11.02,1104031,"BUKIT TUSAM",11.02.09,"BUKIT TUSAM","24676"
1104,11.02,1104032,"LAWE SUMUR",11.02.14,"LAWE SUMUR","24672;24664;24657"
1104,11.02,1104040,"BABUSSALAM",11.02.04,"BABUSSALAM","24611;24619;24664;24683"
1104,11.02,1104041,"LAWE BULAN",11.02.08,"LAWE BULAN","24677;24675;24657"
1104,11.02,1104050,"BADAR",11.02.05,"BADAR","24652"
1104,11.02,1104051,"DARUL HASANAH",11.02.07,"DARUL HASANAH","24665;24664"
1104,11.02,1104052,"KETAMBE",11.02.12,"KETAMBE","24679"
1104,11.02,1104053,"DELENG POKHKISEN",11.02.13,"DELENG POKHKISEN","24678;24664"
1105,11.03,1105080,"SERBA JADI",11.03.05,"SERBAJADI","24464;24461"
1105,11.03,1105081,"SIMPANG JERNIH",11.03.20,"SIMPANG JERNIH","24463"
1105,11.03,1105082,"PEUNARON",11.03.24,"PEUNARON","24462"
1105,11.03,1105090,"BIREM BAYEUN",11.03.04,"BIREM BAYEUN","24464"
1105,11.03,1105100,"RANTAU SELAMAT",11.03.08,"RANTAU SELAMAT","24456;24452"
1105,11.03,1105101,"SUNGAI RAYA",11.03.19,"SUNGAI RAYA","24465"
1105,11.03,1105110,"PEUREULAK",11.03.07,"PEUREULAK","24455;24454;24457;24459;24453"
1105,11.03,1105111,"PEUREULAK TIMUR",11.03.17,"PEUREULAK TIMUR","24469;24466;24468"
1105,11.03,1105112,"PEUREULAK BARAT",11.03.18,"PEUREULAK BARAT","24467"
1105,11.03,1105120,"RANTO PEUREULAK",11.03.10,"RANTO PEUREULAK","24423"
1105,11.03,1105130,"IDI RAYEUK",11.03.03,"IDI RAYEUK","24455;24454;24457;24456;24453;24458"
1105,11.03,1105131,"PEUDAWA",11.03.16,"PEUDAWA","24464;24469;24466;24468"
1105,11.03,1105132,"BANDA ALAM",11.03.15,"BANDA ALAM","24484"
1105,11.03,1105133,"IDI TUNONG",11.03.14,"IDI TUNONG","24481;24483"
1105,11.03,1105134,"DARUL IHSAN",11.03.21,"DARUL IHSAN","24482"
1105,11.03,1105135,"IDI TIMUR",11.03.23,"IDI TIMUR","24481"
1105,11.03,1105140,"DARUL AMAN",11.03.01,"DARUL AMAN","24455;24453"
1105,11.03,1105150,"NURUSSALAM",11.03.06,"NURUSSALAM","24454;24457;24451;24456;24452;24458"
1105,11.03,1105151,"DARUL FALAH",11.03.22,"DARUL FALAH","24486"
1105,11.03,1105160,"JULOK",11.03.02,"JULOK","24455;24454;24457;24459;24456;24453;24458"
1105,11.03,1105161,"INDRA MAKMUR",11.03.13,"INDRA MAKMU","24423"
1105,11.03,1105170,"PANTE BIDARI",11.03.11,"PANTE BIDARI","24487"
1105,11.03,1105180,"SIMPANG ULIM",11.03.09,"SIMPANG ULIM","24454;24456;24458"
1105,11.03,1105181,"MADAT",11.03.12,"MADAT","24457;24459;24453"
1106,11.04,1106010,"LINGE",11.04.01,"LINGE","24563"
1106,11.04,1106011,"ATU LINTANG",11.04.18,"ATU LINTANG","24572"
1106,11.04,1106012,"JAGONG JEGET",11.04.19,"JAGONG JEGET","24571;24573"
1106,11.04,1106020,"BINTANG",11.04.08,"BINTANG","24571;24573"
1106,11.04,1106031,"LUT TAWAR",11.04.17,"LAUT TAWAR","24511;24512;24513;24514;24515;24516"
1106,11.04,1106032,"KEBAYAKAN",11.04.11,"KEBAYAKAN","24527;24528;24529"
1106,11.04,1106040,"PEGASING",11.04.07,"PEGASING","24561"
1106,11.04,1106041,"BIES",11.04.20,"BIES","24564"
1106,11.04,1106050,"BEBESEN",11.04.03,"BEBESEN","24552"
1106,11.04,1106051,"KUTE PANANG",11.04.12,"KUTE PANANG","24555;24553"
1106,11.04,1106060,"SILIH NARA",11.04.02,"SILIH NARA","24562"
1106,11.04,1106061,"KETOL",11.04.10,"KETOL","24556"
1106,11.04,1106062,"CELALA",11.04.13,"CELALA","24565"
1106,11.04,1106063,"RUSIP ANTARA",11.04.21,"RUSIP ANTARA","24566"
1107,11.05,1107050,"JOHAN PAHLAWAN",11.05.01,"JOHAN PAHLAWAN",
1107,11.05,1107060,"SAMATIGA",11.05.05,"SAMATIGA","23652"
1107,11.05,1107061,"BUBON",11.05.06,"BUBON","23686;23681;23684"
1107,11.05,1107062,"ARONGAN LAMBALEK",11.05.07,"ARONGAN LAMBALEK","23659;23657;23654;23653"
1107,11.05,1107070,"WOYLA",11.05.04,"WOYLA","23688;23682;23685;23684"
1107,11.05,1107071,"WOYLA BARAT",11.05.10,"WOYLA BARAT","23688;23683;23685"
1107,11.05,1107072,"WOYLA TIMUR",11.05.11,"WOYLA TIMUR","23686;23681;23684"
1107,11.05,1107080,"KAWAY XVI",11.05.02,"KAWAY XVI","23686;23681;23684"
1107,11.05,1107081,"MEUREUBO",11.05.09,"MEUREUBO","23687"
1107,11.05,1107082,"PANTE CEUREUMEN",11.05.08,"PANTE CEUREUMEN",
1107,11.05,1107083,"PANTON REU",11.05.12,"PANTON REU","23689;23684"
1107,11.05,1107090,"SUNGAI MAS",11.05.03,"SUNGAI MAS","23681;23683;23685"
1108,11.06,1108010,"LHOONG",11.06.01,"LHOONG","23353;23354"
1108,11.06,1108020,"LHOKNGA",11.06.02,"LHOKNGA","23353"
1108,11.06,1108021,"LEUPUNG",11.06.22,"LEUPUNG","23355"
1108,11.06,1108030,"INDRAPURI",11.06.03,"INDRAPURI","23363;23385;23955;23365"
1108,11.06,1108031,"KUTA COT GLIE",11.06.16,"KUTA COT GLIE","23955"
1108,11.06,1108040,"SEULIMEUM",11.06.04,"SEULIMEUM","23951"
1108,11.06,1108041,"KOTA JANTHO",11.06.15,"KOTA JANTHO","23911;23913;23914;23915;23916;23917;23919;23951"
1108,11.06,1108042,"LEMBAH SEULAWAH",11.06.14,"LEMBAH SEULAWAH","23952"
1108,11.06,1108050,"MESJID RAYA",11.06.09,"MESJID RAYA","23381"
1108,11.06,1108060,"DARUSSALAM",11.06.12,"DARUSSALAM","23374;23373;23371;23955;23372"
1108,11.06,1108061,"BAITUSSALAM",11.06.20,"BAITUSSALAM","23374;23373;23372"
1108,11.06,1108070,"KUTA BARO",11.06.11,"KUTA BARO","23374;23373;23955;23372"
1108,11.06,1108080,"MONTASIK",11.06.05,"MONTASIK","23362"
1108,11.06,1108081,"BLANG BINTANG",11.06.23,"BLANG BINTANG","23368;23955"
1108,11.06,1108090,"INGIN JAYA",11.06.10,"INGIN JAYA","23371;23955"
1108,11.06,1108091,"KRUENG BARONA JAYA",11.06.21,"KRUENG BARONA JAYA","23367"
1108,11.06,1108100,"SUKA MAKMUR",11.06.06,"SUKAMAKMUR","23361"
1108,11.06,1108101,"KUTA MALAKA",11.06.17,"KUTA MALAKA","23364"
1108,11.06,1108102,"SIMPANG TIGA",11.06.18,"SIMPANG TIGA","23366;23365"
1108,11.06,1108110,"DARUL IMARAH",11.06.07,"DARUL IMARAH","23352;23955"
1108,11.06,1108111,"DARUL KAMAL",11.06.19,"DARUL KAMAL","23366;23365"
1108,11.06,1108120,"PEUKAN BADA",11.06.08,"PEUKAN BADA","23351"
1108,11.06,1108130,"PULO ACEH",11.06.13,"PULO ACEH","23391"
1109,11.07,1109010,"GEUMPANG",11.07.05,"GEUMPANG","24167"
1109,11.07,1109011,"MANE",11.07.27,"MANE","24168;24166"
1109,11.07,1109070,"GLUMPANG TIGA",11.07.06,"GLUMPANG TIGA",
1109,11.07,1109071,"GLUMPANG BARO",11.07.29,"GLUMPANG BARO","24175"
1109,11.07,1109080,"MUTIARA",11.07.13,"MUTIARA","24173;24172"
1109,11.07,1109081,"MUTIARA TIMUR",11.07.24,"MUTIARA TIMUR","24176;24172"
1109,11.07,1109090,"TIRO/TRUSEB",11.07.21,"TIRO/TRUSEB","24174"
1109,11.07,1109100,"TANGSE",11.07.19,"TANGSE","24165;24168;24166"
1109,11.07,1109111,"KEUMALA",11.07.22,"KEUMALA","24162;24165;24163;24161;24166"
1109,11.07,1109112,"TITEUE",11.07.31,"TITEUE","24162;24161;24164;24169"
1109,11.07,1109120,"SAKTI",11.07.17,"SAKTI","24164;24169"
1109,11.07,1109130,"MILA",11.07.11,"MILA","24162;24165;24163;24161;24164"
1109,11.07,1109140,"PADANG TIJI",11.07.14,"PADANG TIJI","24161"
1109,11.07,1109150,"DELIMA",11.07.04,"DELIMA","24162;24165;24163;24161;24169"
1109,11.07,1109151,"GRONG GRONG",11.07.25,"GRONG-GRONG",
1109,11.07,1109160,"INDRAJAYA",11.07.07,"INDRAJAYA","24171;24172"
1109,11.07,1109170,"PEUKAN BARO",11.07.15,"PEUKAN BARO","24171;24176;24172"
1109,11.07,1109180,"KEMBANG TANJONG",11.07.08,"KEMBANG TANJONG","24183;24182;24186;24181;24185;24187"
1109,11.07,1109190,"SIMPANG TIGA",11.07.18,"SIMPANG TIGA","24183;24182;24181;24185"
1109,11.07,1109200,"KOTA SIGLI",11.07.09,"KOTA SIGLI","24111;24112;24113;24114;24115;24116;24117;24118;24119"
1109,11.07,1109210,"PIDIE",11.07.16,"PIDIE","24152;24154;24153;24151"
1109,11.07,1109220,"BATEE",11.07.03,"BATEE","24152;24153;24151"
1109,11.07,1109230,"MUARA TIGA",11.07.12,"MUARA TIGA","24153;24151"
1110,11.11,1110010,"SAMALANGA",11.11.01,"SAMALANGA","24263;24262;24261;24264"
1110,11.11,1110011,"SIMPANG MAMPLAM",11.11.11,"SIMPANG MAMPLAM","24263;24262;24265"
1110,11.11,1110020,"PANDRAH",11.11.08,"PANDRAH","24266"
1110,11.11,1110030,"JEUNIEB",11.11.02,"JEUNIEB","24263;24262;24264;24265"
1110,11.11,1110031,"PEULIMBANG",11.11.12,"PEULIMBANG","24262;24267;24261"
1110,11.11,1110040,"PEUDADA",11.11.03,"PEUDADA","24269;24263;24266;24262;24261;24265"
1110,11.11,1110050,"JULI",11.11.09,"JULI","24252"
1110,11.11,1110060,"JEUMPA",11.11.04,"JEUMPA","24269;24262;24261;24264"
1110,11.11,1110061,"KOTA JUANG",11.11.13,"KOTA JUANG","24211;24219"
1110,11.11,1110062,"KUALA",11.11.14,"KUALA","24259;24257"
1110,11.11,1110070,"JANGKA",11.11.10,"JANGKA","24258;24252;24257"
1110,11.11,1110080,"PEUSANGAN",11.11.05,"PEUSANGAN","24269;24262;24267;24261;24264"
1110,11.11,1110081,"PEUSANGAN SELATAN",11.11.16,"PEUSANGAN SELATAN","24255;24253"
1110,11.11,1110082,"PEUSANGAN SIBLAH KRUENG",11.11.15,"PEUSANGAN SIBLAH KRUENG","24254"
1110,11.11,1110090,"MAKMUR",11.11.06,"MAKMUR","24255;24253"
1110,11.11,1110100,"GANDA PURA",11.11.07,"GANDAPURA","24256"
1110,11.11,1110101,"KUTA BLANG",11.11.17,"KUTA BLANG","24258;24259;24257"
1111,11.08,1111010,"SAWANG",11.08.15,"SAWANG","24375;24371;24372;24376;24374;24377;24373"
1111,11.08,1111020,"NISAM",11.08.16,"NISAM","24375;24372;24376;24374;24377"
1111,11.08,1111021,"NISAM ANTARA",11.08.27,"NISAM ANTARA","24361"
1111,11.08,1111022,"BANDA BARO",11.08.26,"BANDA BARO","24362"
1111,11.08,1111030,"KUTA MAKMUR",11.08.03,"KUTA MAKMUR","24371;24377"
1111,11.08,1111031,"SIMPANG KERAMAT",11.08.22,"SIMPANG KEURAMAT","24379"
1111,11.08,1111040,"SYAMTALIRA BAYU",11.08.11,"SYAMTALIRA BAYU","24372;24377;24373"
1111,11.08,1111041,"GEUREUDONG PASE",11.08.25,"GEUREUDONG PASE","24379"
1111,11.08,1111050,"MEURAH MULIA",11.08.07,"MEURAH MULIA","24375;24372;24376;24374;24377;24373"
1111,11.08,1111060,"MATANGKULI",11.08.05,"MATANGKULI","24382;24386;24381;24385"
1111,11.08,1111061,"PAYA BAKONG",11.08.20,"PAYA BAKONG","24383;24382;24387;24381;24385"
1111,11.08,1111062,"PIRAK TIMU",11.08.24,"PIRAK TIMU","24379"
1111,11.08,1111070,"COT GIREK",11.08.17,"COT GIREK","24383;24382;24387;24389;24381;24385"
1111,11.08,1111080,"TANAH JAMBO AYE",11.08.14,"TANAH JAMBO AYE",
1111,11.08,1111081,"LANGKAHAN",11.08.18,"LANGKAHAN","24395;24393"
1111,11.08,1111090,"SEUNUDDON",11.08.09,"SEUNUDDON","24396;24395;24397;24393"
1111,11.08,1111100,"BAKTIYA",11.08.01,"BAKTIYA","24392"
1111,11.08,1111101,"BAKTIYA BARAT",11.08.19,"BAKTIYA BARAT","24396;24393"
1111,11.08,1111110,"LHOKSUKON",11.08.04,"LHOKSUKON","24383;24382;24388;24389;24381;24385"
1111,11.08,1111120,"TANAH LUAS",11.08.12,"TANAH LUAS","24382;24386;24387;24389;24381;24385"
1111,11.08,1111121,"NIBONG",11.08.21,"NIBONG","24382;24388"
1111,11.08,1111130,"SAMUDERA",11.08.08,"SAMUDERA","24375;24372;24376;24374;24377;24378"
1111,11.08,1111140,"SYAMTALIRA ARON",11.08.10,"SYAMTALIRA ARON","24382;24386;24387;24389;24381;24385"
1111,11.08,1111150,"TANAH PASIR",11.08.13,"TANAH PASIR","24391"
1111,11.08,1111151,"LAPANG",11.08.23,"LAPANG","24397"
1111,11.08,1111160,"MUARA BATU",11.08.06,"MUARA BATU","24355"
1111,11.08,1111170,"DEWANTARA",11.08.02,"DEWANTARA","24354"
1112,11.12,1112010,"MANGGENG",11.12.03,"MANGGENG","23764;23762;23765"
1112,11.12,1112011,"LEMBAH SABIL",11.12.09,"LEMBAH SABIL","23743;23741;23742"
1112,11.12,1112020,"TANGAN-TANGAN",11.12.02,"TANGAN-TANGAN","23761;23763"
1112,11.12,1112021,"SETIA",11.12.07,"SETIA","23741;23742"
1112,11.12,1112030,"BLANG PIDIE",11.12.01,"BLANGPIDIE","23764;23765"
1112,11.12,1112031,"JEUMPA",11.12.08,"JEUMPA","23743"
1112,11.12,1112040,"SUSOH",11.12.04,"SUSOH","23767;23764;23761;23765"
1112,11.12,1112050,"KUALA BATEE",11.12.05,"KUALA BATEE","23764;23766"
1112,11.12,1112060,"BABAH ROT",11.12.06,"BABAH ROT","23767;23765"
1113,11.13,1113010,"KUTA PANJANG",11.13.02,"KUTAPANJANG","24655"
1113,11.13,1113011,"BLANG JERANGO",11.13.09,"BLANGJERANGO","24658"
1113,11.13,1113020,"BLANGKEJEREN",11.13.01,"BLANGKEJEREN","24653"
1113,11.13,1113021,"PUTRI BETUNG",11.13.07,"PUTERI BETUNG","24683"
1113,11.13,1113022,"DABUN GELANG",11.13.08,"DABUN GELANG","24682"
1113,11.13,1113023,"BLANG PEGAYON",11.13.06,"BLANGPEGAYON",
1113,11.13,1113030,"PINING",11.13.05,"PINING","24684"
1113,11.13,1113040,"RIKIT GAIB",11.13.03,"RIKIT GAIB","24654"
1113,11.13,1113041,"PANTAN CUACA",11.13.11,"PANTAN CUACA","24659"
1113,11.13,1113050,"TERANGUN",11.13.04,"TERANGUN","24654;24656"
1113,11.13,1113051,"TRIPE JAYA",11.13.10,"TERIPE JAYA","24657"
1114,11.16,1114010,"TAMIANG HULU",11.16.07,"TAMIANG HULU","24472;24478"
1114,11.16,1114011,"BANDAR PUSAKA",11.16.10,"BANDAR PUSAKA","24478"
1114,11.16,1114020,"KEJURUAN MUDA",11.16.06,"KEJURUAN MUDA","24475;24473"
1114,11.16,1114021,"TENGGULUN",11.16.11,"TENGGULUN","24477"
1114,11.16,1114030,"RANTAU",11.16.08,"RANTAU","24472;24476;24474"
1114,11.16,1114040,"KOTA KUALASIMPANG",11.16.05,"KOTA KUALASINPANG",
1114,11.16,1114050,"SERUWAY",11.16.04,"SERUWAY","24473"
1114,11.16,1114060,"BENDAHARA",11.16.02,"BENDAHARA","24472;24471;24478"
1114,11.16,1114061,"BANDA MULIA",11.16.09,"BANDA MULIA","24472;24476;24474"
1114,11.16,1114070,"KARANG BARU",11.16.03,"KARANG BARU","24476;24471"
1114,11.16,1114071,"SEKERAK",11.16.12,"SEKERAK","24475"
1114,11.16,1114080,"MANYAK PAYED",11.16.01,"MANYAK PAYED","24476;24471"
1115,11.15,1115010,"DARUL MAKMUR",11.15.05,"DARUL MAKMUR","23662;23661"
1115,11.15,1115011,"TRIPA MAKMUR",11.15.09,"TRIPA MAKMUR","23663"
1115,11.15,1115020,"KUALA",11.15.01,"KUALA","23662;23661"
1115,11.15,1115021,"KUALA PESISIR",11.15.07,"KUALA PESISIR","23665"
1115,11.15,1115022,"TADU RAYA",11.15.08,"TADU RAYA","23664"
1115,11.15,1115030,"BEUTONG",11.15.04,"BEUTONG","23672"
1115,11.15,1115031,"BEUTONG ATEUH BANGGALANG",11.15.10,"BEUTONG ATEUH BANGGALANG",
1115,11.15,1115040,"SEUNAGAN",11.15.02,"SEUNAGAN","23671"
1115,11.15,1115041,"SUKA MAKMUE",11.15.06,"SUKA MAKMUE","23674"
1115,11.15,1115050,"SEUNAGAN TIMUR",11.15.03,"SEUNAGAN TIMUR","23673"
1116,11.14,1116010,"TEUNOM",11.14.01,"TEUNOM","23659;23657;23655;23653"
1116,11.14,1116011,"PASIE RAYA",11.14.09,"PASIE RAYA","23641"
1116,11.14,1116020,"PANGA",11.14.06,"PANGA",
1116,11.14,1116030,"KRUENG SABEE",11.14.02,"KRUENG SABEE","23657;23654"
1116,11.14,1116040,"SETIA BAKTI",11.14.03,"SETIA BAKTI",
1116,11.14,1116050,"SAMPOINIET",11.14.04,"SAMPOI NIET","23656"
1116,11.14,1116051,"DARUL HIKMAH",11.14.08,"DARUL HIKMAH","23643;23644"
1116,11.14,1116060,"JAYA",11.14.05,"JAYA","23657;23654;23655"
1116,11.14,1116061,"INDRA JAYA",11.14.07,"INDRA JAYA","23643;23644"
1117,11.17,1117010,"TIMANG GAJAH",11.17.07,"TIMANG GAJAH","24555;24553"
1117,11.17,1117011,"GAJAH PUTIH",11.17.10,"GAJAH PUTIH","24592"
1117,11.17,1117020,"PINTU RIME GAYO",11.17.01,"PINTU RIME GAYO","24593"
1117,11.17,1117030,"BUKIT",11.17.05,"BUKIT","24581"
1117,11.17,1117040,"WIH PESAM",11.17.06,"WIH PESAM","24591"
1117,11.17,1117050,"BANDAR",11.17.04,"BANDAR","24582"
1117,11.17,1117051,"BENER KELIPAH",11.17.08,"BENER KELIPAH","24586"
1117,11.17,1117060,"SYIAH UTAMA",11.17.03,"SYIAH UTAMA","24585"
1117,11.17,1117061,"MESIDAH",11.17.09,"MESIDAH","24584"
1117,11.17,1117070,"PERMATA",11.17.02,"PERMATA","24583"
1118,11.18,1118010,"MEUREUDU",11.18.01,"MEUREUDU","24188;24182;24186"
1118,11.18,1118020,"MEURAH DUA",11.18.05,"MEURAH DUA","24192"
1118,11.18,1118030,"BANDAR DUA",11.18.04,"BANDAR DUA","24188;24186"
1118,11.18,1118040,"JANGKA BUYA",11.18.03,"JANGKA BUYA",
1118,11.18,1118050,"ULIM",11.18.02,"ULIM","24182;24187"
1118,11.18,1118060,"TRIENGGADENG",11.18.08,"TRIENGGADENG","24181;24185"
1118,11.18,1118070,"PANTERAJA",11.18.07,"PANTERAJA","24191"
1118,11.18,1118080,"BANDAR BARU",11.18.06,"BANDAR BARU","24184;24182;24186;24181;24187"
1171,11.71,1171010,"MEURAXA",11.71.03,"MEURAXA","23231;23232;23233;23234"
1171,11.71,1171011,"JAYA BARU",11.71.08,"JAYA BARU","23235;23236;23237"
1171,11.71,1171012,"BANDA RAYA",11.71.07,"BANDA RAYA","23238;23239"
1171,11.71,1171020,"BAITURRAHMAN",11.71.01,"BAITURRAHMAN","23241;23242;23243;23244"
1171,11.71,1171021,"LUENG BATA",11.71.05,"LUENG BATA","23246;23247;23248;23249"
1171,11.71,1171030,"KUTA ALAM",11.71.02,"KUTA ALAM","23121;23122;23123;23124;23125;23126;23127"
1171,11.71,1171031,"KUTA RAJA",11.71.06,"KUTA RAJA","23128;23129"
1171,11.71,1171040,"SYIAH KUALA",11.71.04,"SYIAH KUALA","23111;23112;23113;23114;23115;23116"
1171,11.71,1171041,"ULEE KARENG",11.71.09,"ULEE KARENG","23117;23118;23119"
1172,11.72,1172010,"SUKAJAYA",11.72.02,"SUKAJAYA","23521;23522;23523;23524;23525;23526;23527;23528"
1172,11.72,1172011,"SUKAMAKMUE",11.72.03,"SUKAMAKMUE",
1172,11.72,1172020,"SUKAKARYA",11.72.01,"SUKAKARYA","23512;23514;23515;23516;23518"
1173,11.74,1173010,"LANGSA TIMUR",11.74.01,"LANGSA TIMUR","24451;24456"
1173,11.74,1173011,"LANGSA LAMA",11.74.04,"LANGSA LAMA","24421;24422;24425;24426;24427;24428;24429"
1173,11.74,1173020,"LANGSA BARAT",11.74.02,"LANGSA BARAT","24431;24432;24433;24434;24435;24436;24437;24438;24439"
1173,11.74,1173021,"LANGSA BARO",11.74.05,"LANGSA BARO","24441;24442;24443;24444;24445;24446;24447;24448;24449"
1173,11.74,1173030,"LANGSA KOTA",11.74.03,"LANGSA KOTA","24411;24412;24414;24416"
1174,11.73,1174010,"BLANG MANGAT",11.73.03,"BLANG MANGAT","24375;24372;24376;24374;24377"
1174,11.73,1174020,"MUARA DUA",11.73.01,"MUARA DUA","24352"
1174,11.73,1174021,"MUARA SATU",11.73.04,"MUARA SATU","24379;24353"
1174,11.73,1174030,"BANDA SAKTI",11.73.02,"BANDA SAKTI","24311;24312;24313;24314;24315;24319"
1175,11.75,1175010,"SIMPANG KIRI",11.75.01,"SIMPANG KIRI","24882"
1175,11.75,1175020,"PENANGGALAN",11.75.02,"PENANGGALAN","24881"
1175,11.75,1175030,"RUNDENG",11.75.03,"RUNDENG","24884"
1175,11.75,1175040,"SULTAN DAULAT",11.75.04,"SULTAN DAULAT","24883"
1175,11.75,1175050,"LONGKIB",11.75.05,"LONGKIB","24885"
1201,12.04,1201060,"IDANOGAWO",12.04.10,"IDANOGAWO",
1201,12.04,1201061,"BAWOLATO",12.04.11,"BAWOLATO","22876;22873"
1201,12.04,1201062,"ULUGAWO",12.04.27,"ULUGAWO","22876;22877"
1201,12.04,1201070,"GIDO",12.04.06,"GIDO","22871;22874"
1201,12.04,1201071,"SOGAE'ADU",12.04.35,"SOGAE'ADU",
1201,12.04,1201081,"MA'U",12.04.28,"MA'U",
1201,12.04,1201082,"SOMOLO-MOLO",12.04.29,"SOMOLO-MOLO","22878"
1201,12.04,1201130,"HILIDUHO",12.04.05,"HILIDUHO","22854;22853;22852"
1201,12.04,1201131,"HILISERANGKAI",12.04.20,"HILISERANGKAI",
1201,12.04,1201132,"BOTOMUZOI",12.04.21,"BOTOMUZOI","22859;22855"
1202,12.13,1202010,"BATAHAN",12.13.15,"BATAHAN","22988"
1202,12.13,1202011,"SINUNUKAN",12.13.22,"SINUNUKAN",
1202,12.13,1202020,"BATANG NATAL",12.13.13,"BATANG NATAL","22983"
1202,12.13,1202021,"LINGGA BAYU",12.13.14,"LINGGA BAYU","22984"
1202,12.13,1202022,"RANTO BAEK",12.13.18,"RANTO BAEK",
1202,12.13,1202030,"KOTANOPAN",12.13.08,"KOTANOPAN","22994"
1202,12.13,1202031,"ULU PUNGKUT",12.13.11,"ULU PUNGKUT","22964"
1202,12.13,1202032,"TAMBANGAN",12.13.10,"TAMBANGAN","22963"
1202,12.13,1202033,"LEMBAH SORIK MARAPI",12.13.09,"LEMBAH SORIK MARAPI","22961"
1202,12.13,1202034,"PUNCAK SORIK MARAPI",12.13.20,"PUNCAK SORIK MARAPI",
